,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,vaccines,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
2196,Italy,2021-01-23,1413024.0,1332925.0,80099.0,34419.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2455184.0,13330.0,498833.0,85162.0,488.0
2197,Italy,2021-01-24,1446610.0,1335911.0,110699.0,34008.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2466811.0,11627.0,499276.0,85461.0,299.0
2198,Italy,2021-01-25,1515148.0,1340405.0,174743.0,37662.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2475363.0,8552.0,491621.0,85881.0,420.0
2199,Italy,2021-01-26,1594796.0,1344524.0,250272.0,44439.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2485943.0,10580.0,482404.0,86422.0,541.0
2200,Italy,2021-01-27,1664894.0,1350317.0,314577.0,50177.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2501135.0,15192.0,477957.0,86889.0,467.0
2201,Italy,2021-01-28,1757923.0,1354789.0,403134.0,58458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2515496.0,14361.0,474606.0,87381.0,492.0
2202,Italy,2021-01-29,1855081.0,1359322.0,495759.0,68629.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2529068.0,13572.0,467822.0,87858.0,477.0
2203,Italy,2021-01-30,1944907.0,1363296.0,581611.0,75983.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2541780.0,12712.0,463349.0,88279.0,421.0
2204,Italy,2021-01-31,2004124.0,1365756.0,638368.0,79645.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2553032.0,11252.0,453968.0,88516.0,237.0
2205,Italy,2021-02-01,2089297.0,1370082.0,719215.0,82021.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2560948.0,7916.0,447580.0,88845.0,329.0
2206,Italy,2021-02-02,2176647.0,1376295.0,800352.0,83122.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2570601.0,9653.0,437758.0,89344.0,499.0
2207,Italy,2021-02-03,2275256.0,1385413.0,889843.0,87195.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2583787.0,13186.0,434719.0,89820.0,476.0
2208,Italy,2021-02-04,2381324.0,1398587.0,982737.0,89057.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2597441.0,13654.0,430272.0,90241.0,421.0
2209,Italy,2021-02-05,2486413.0,1416051.0,1070362.0,90190.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2611656.0,14215.0,429115.0,90618.0,377.0
2210,Italy,2021-02-06,2561903.0,1430396.0,1131507.0,88142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2625097.0,13441.0,427033.0,91003.0,385.0
2211,Italy,2021-02-07,2602016.0,1439339.0,1162677.0,85413.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2636737.0,11640.0,427023.0,91273.0,270.0
2212,Italy,2021-02-08,2667752.0,1466000.0,1201752.0,82636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2644689.0,7952.0,419586.0,91580.0,307.0
2213,Italy,2021-02-09,2733444.0,1500371.0,1233073.0,79542.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2655310.0,10621.0,413958.0,92002.0,422.0
2214,Italy,2021-02-10,2804948.0,1544998.0,1259950.0,75670.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2668257.0,12947.0,410102.0,92338.0,336.0
2215,Italy,2021-02-11,2878344.0,1599580.0,1278764.0,71003.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2683388.0,15131.0,405004.0,92729.0,391.0
2216,Italy,2021-02-12,2950595.0,1657473.0,1293122.0,66312.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2697287.0,13899.0,402165.0,93045.0,316.0
2217,Italy,2021-02-13,3002580.0,1703262.0,1299318.0,62954.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2710811.0,13524.0,401405.0,93356.0,311.0
2218,Italy,2021-02-14,3031692.0,1730101.0,1301591.0,61382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2721872.0,11061.0,402776.0,93577.0,221.0
2219,Italy,2021-02-15,3093053.0,1785911.0,1307142.0,60757.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2729205.0,7333.0,398080.0,93835.0,258.0
2220,Italy,2021-02-16,3163118.0,1850237.0,1312881.0,61382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2739583.0,10378.0,393678.0,94171.0,336.0
2221,Italy,2021-02-17,3241903.0,1920041.0,1321862.0,62422.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2751650.0,12067.0,388857.0,94540.0,369.0
2222,Italy,2021-02-18,3330256.0,2000983.0,1329273.0,64559.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2765403.0,13753.0,384492.0,94887.0,347.0
2223,Italy,2021-02-19,3420994.0,2085719.0,1335275.0,67200.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2780865.0,15462.0,382431.0,95235.0,348.0
2224,Italy,2021-02-20,3495456.0,2156378.0,1339078.0,70411.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2795794.0,14929.0,384621.0,95486.0,251.0
2225,Italy,2021-02-21,3545770.0,2204664.0,1341106.0,73440.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2809233.0,13439.0,388882.0,95718.0,232.0
2226,Italy,2021-02-22,3649746.0,2303438.0,1346308.0,79528.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2818848.0,9615.0,387888.0,95992.0,274.0
2227,Italy,2021-02-23,3754355.0,2402976.0,1351379.0,84462.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2832140.0,13292.0,387926.0,96348.0,356.0
2228,Italy,2021-02-24,3873037.0,2513908.0,1359129.0,90162.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2848549.0,16409.0,389418.0,96666.0,318.0
2229,Italy,2021-02-25,3997811.0,2626974.0,1370837.0,95365.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2868424.0,19875.0,396132.0,96974.0,308.0
2230,Italy,2021-02-26,4129837.0,2744707.0,1385130.0,101263.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2888909.0,20485.0,404650.0,97227.0,253.0
2231,Italy,2021-02-27,4253774.0,2857155.0,1396619.0,108331.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2907810.0,18901.0,411951.0,97507.0,280.0
2232,Italy,2021-02-28,4330614.0,2925870.0,1404744.0,112121.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2925257.0,17447.0,422359.0,97699.0,192.0
2233,Italy,2021-03-01,4461263.0,3032332.0,1428931.0,115931.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2938351.0,13094.0,424313.0,97945.0,246.0
2234,Italy,2021-03-02,4615067.0,3156239.0,1458828.0,122959.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2955390.0,17039.0,430952.0,98288.0,343.0
2235,Italy,2021-03-03,4789904.0,3290267.0,1499637.0,130981.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2976254.0,20864.0,437401.0,98635.0,347.0
2236,Italy,2021-03-04,4973616.0,3428404.0,1545212.0,139401.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2999093.0,22839.0,446413.0,98974.0,339.0
2237,Italy,2021-03-05,5158820.0,3564698.0,1594122.0,146998.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3023121.0,24028.0,456462.0,99271.0,297.0
2732,Mexico,2021-01-15,417375.0,415417.0,1958.0,49987.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1588369.0,16468.0,264832.0,137916.0,999.0
2733,Mexico,2021-01-16,463246.0,461025.0,2221.0,55493.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1609735.0,21366.0,270903.0,139022.0,1106.0
2734,Mexico,2021-01-17,472142.0,468708.0,3434.0,55835.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1630258.0,20523.0,277614.0,140241.0,1219.0
2735,Mexico,2021-01-18,492529.0,485983.0,6546.0,57924.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1641428.0,11170.0,277616.0,140704.0,463.0
2736,Mexico,2021-01-19,498122.0,488513.0,9609.0,57892.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1649502.0,8074.0,270933.0,141248.0,544.0
2737,Mexico,2021-01-20,501030.0,489628.0,11402.0,44066.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1668396.0,18894.0,273782.0,142832.0,1584.0
2738,Mexico,2021-01-21,552335.0,534317.0,18018.0,31765.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1688944.0,20548.0,279793.0,144371.0,1539.0
2739,Mexico,2021-01-22,614808.0,594725.0,20083.0,28205.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1711283.0,22339.0,287131.0,146174.0,1803.0
2740,Mexico,2021-01-23,618768.0,596296.0,22472.0,22217.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1732290.0,21007.0,292736.0,147614.0,1440.0
2741,Mexico,2021-01-24,629626.0,604441.0,25185.0,22498.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1752347.0,20057.0,297125.0,149084.0,1470.0
2742,Mexico,2021-01-25,645105.0,616390.0,28715.0,21797.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1763219.0,10872.0,293157.0,149614.0,530.0
2743,Mexico,2021-01-26,652319.0,621005.0,31314.0,22028.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1771740.0,8521.0,285591.0,150273.0,659.0
2744,Mexico,2021-01-27,656044.0,624730.0,31314.0,22145.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1788905.0,17165.0,288229.0,152016.0,1743.0
2745,Mexico,2021-01-28,657842.0,626528.0,31314.0,15072.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1806849.0,17944.0,290685.0,153639.0,1623.0
2746,Mexico,2021-01-29,662217.0,630820.0,31397.0,6773.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1825519.0,18670.0,294301.0,155145.0,1506.0
2747,Mexico,2021-01-30,670307.0,631298.0,39009.0,7363.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1841893.0,16374.0,294408.0,156579.0,1434.0
2748,Mexico,2021-01-31,673327.0,631485.0,41842.0,6243.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1857230.0,15337.0,296092.0,158074.0,1495.0
2749,Mexico,2021-02-01,675202.0,631747.0,43455.0,4300.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1864260.0,7030.0,293331.0,158536.0,462.0
2750,Mexico,2021-02-02,677539.0,631791.0,45748.0,3603.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1869708.0,5448.0,284860.0,159100.0,564.0
2751,Mexico,2021-02-03,686601.0,632439.0,54162.0,4365.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1874092.0,4384.0,278077.0,159533.0,433.0
2752,Mexico,2021-02-04,695088.0,634346.0,60742.0,5321.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1886245.0,12153.0,274768.0,161240.0,1707.0
2753,Mexico,2021-02-05,700316.0,636070.0,64246.0,5443.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1899820.0,13575.0,275887.0,162922.0,1682.0
2754,Mexico,2021-02-06,710198.0,637098.0,73100.0,5699.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1912871.0,13051.0,276430.0,164290.0,1368.0
2755,Mexico,2021-02-07,713517.0,637681.0,75836.0,5741.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1926080.0,13209.0,278156.0,165786.0,1496.0
2756,Mexico,2021-02-08,717820.0,638391.0,79429.0,6088.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1932145.0,6065.0,275868.0,166200.0,414.0
2757,Mexico,2021-02-09,724347.0,640129.0,84218.0,6687.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1936013.0,3868.0,267702.0,166731.0,531.0
2758,Mexico,2021-02-10,724707.0,640115.0,84592.0,5444.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1946751.0,10738.0,267120.0,168432.0,1701.0
2759,Mexico,2021-02-11,725447.0,640115.0,85332.0,4337.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1957889.0,11138.0,268557.0,169760.0,1328.0
2760,Mexico,2021-02-12,726002.0,640115.0,85887.0,3669.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1968566.0,10677.0,269028.0,171234.0,1474.0
2761,Mexico,2021-02-13,726313.0,640125.0,86188.0,2302.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1978954.0,10388.0,270611.0,172557.0,1323.0
2763,Mexico,2021-02-15,749682.0,663484.0,86198.0,4552.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1992794.0,4099.0,270413.0,174207.0,436.0
2764,Mexico,2021-02-16,915383.0,829185.0,86198.0,27291.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1995892.0,3098.0,265312.0,174657.0,450.0
2765,Mexico,2021-02-17,1058139.0,958473.0,99666.0,47633.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2004575.0,8683.0,264597.0,175986.0,1329.0
2767,Mexico,2021-02-19,1574158.0,1155227.0,418931.0,121165.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2022662.0,9099.0,266716.0,178108.0,1047.0
2768,Mexico,2021-02-20,1656304.0,1210886.0,445418.0,132856.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2030491.0,7829.0,266822.0,178965.0,857.0
2769,Mexico,2021-02-21,1689158.0,1236103.0,453055.0,135880.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2038276.0,7785.0,267783.0,179797.0,832.0
2770,Mexico,2021-02-22,1733404.0,1277187.0,456217.0,140532.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2041380.0,3104.0,265953.0,180107.0,310.0
2771,Mexico,2021-02-23,1801156.0,1336854.0,464302.0,126539.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2043632.0,2252.0,261072.0,180536.0,429.0
2772,Mexico,2021-02-24,1900784.0,1425395.0,475389.0,120378.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2052266.0,8634.0,262588.0,181809.0,1273.0
2773,Mexico,2021-02-25,2088813.0,1562401.0,526412.0,110108.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2060908.0,8642.0,263479.0,182815.0,1006.0
2774,Mexico,2021-02-26,2271032.0,1708721.0,562311.0,99553.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2069370.0,8462.0,265670.0,183692.0,877.0
2775,Mexico,2021-02-27,2383411.0,1818034.0,565377.0,103872.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2076882.0,7512.0,267080.0,184474.0,782.0
2776,Mexico,2021-02-28,2455095.0,1889672.0,565423.0,109420.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2084128.0,7246.0,268869.0,185257.0,783.0
2777,Mexico,2021-03-01,2526863.0,1959525.0,567338.0,113351.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2086938.0,2810.0,267323.0,185715.0,458.0
2778,Mexico,2021-03-02,2583435.0,2012853.0,570582.0,111754.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2089281.0,2343.0,263186.0,186152.0,437.0
2779,Mexico,2021-03-03,2633580.0,2043941.0,589639.0,104685.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2097194.0,7913.0,264695.0,187187.0,1035.0
2781,Mexico,2021-03-05,2731900.0,2128766.0,603134.0,65838.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2112508.0,7521.0,268093.0,188866.0,822.0
3360,Romania,2021-01-17,204185.0,203310.0,875.0,13699.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",693644.0,2156.0,54009.0,17221.0,57.0
3361,Romania,2021-01-18,235239.0,233289.0,1950.0,15721.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",695153.0,1509.0,52433.0,17271.0,50.0
3362,Romania,2021-01-19,270046.0,267425.0,2621.0,18514.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",697898.0,2745.0,50293.0,17369.0,98.0
3363,Romania,2021-01-20,308384.0,302571.0,5813.0,22017.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",700898.0,3000.0,47542.0,17485.0,116.0
3364,Romania,2021-01-21,348096.0,338253.0,9843.0,27690.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",703776.0,2878.0,44934.0,17554.0,69.0
3365,Romania,2021-01-22,385936.0,374682.0,11254.0,28895.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",706475.0,2699.0,42924.0,17628.0,74.0
3366,Romania,2021-01-23,418885.0,406007.0,12878.0,31828.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",709194.0,2719.0,41283.0,17722.0,94.0
3367,Romania,2021-01-24,446285.0,433130.0,13155.0,34586.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",711010.0,1816.0,40109.0,17776.0,54.0
3368,Romania,2021-01-25,484631.0,459568.0,25063.0,35627.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",712561.0,1551.0,39845.0,17841.0,65.0
3369,Romania,2021-01-26,528378.0,487712.0,40666.0,36905.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",715438.0,2877.0,38905.0,17938.0,97.0
3370,Romania,2021-01-27,570704.0,513430.0,57274.0,37474.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",718612.0,3174.0,38197.0,18015.0,77.0
3371,Romania,2021-01-28,609396.0,534347.0,75049.0,37329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",721513.0,2901.0,37407.0,18105.0,90.0
3372,Romania,2021-01-29,647000.0,554925.0,92075.0,37295.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",724250.0,2737.0,36879.0,18196.0,91.0
3373,Romania,2021-01-30,672396.0,571092.0,101304.0,36216.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",726918.0,2668.0,36122.0,18264.0,68.0
3374,Romania,2021-01-31,691415.0,585219.0,106196.0,35019.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",728743.0,1825.0,35814.0,18335.0,71.0
3375,Romania,2021-02-01,721184.0,598136.0,123048.0,33793.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",730056.0,1313.0,35887.0,18402.0,67.0
3376,Romania,2021-02-02,748732.0,610384.0,138348.0,31479.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",732732.0,2676.0,35746.0,18513.0,111.0
3377,Romania,2021-02-03,772202.0,620177.0,152025.0,28785.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",735484.0,2752.0,35613.0,18600.0,87.0
3378,Romania,2021-02-04,794795.0,629280.0,165515.0,26486.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",738152.0,2668.0,35382.0,18675.0,75.0
3379,Romania,2021-02-05,821552.0,638887.0,182665.0,24936.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",740732.0,2580.0,35292.0,18748.0,73.0
3380,Romania,2021-02-06,840812.0,647691.0,193121.0,24059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",743343.0,2611.0,35060.0,18809.0,61.0
3381,Romania,2021-02-07,856322.0,656178.0,200144.0,23558.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",745318.0,1975.0,35060.0,18881.0,72.0
3382,Romania,2021-02-08,891348.0,661063.0,230285.0,24309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",746637.0,1319.0,34995.0,18961.0,80.0
3383,Romania,2021-02-09,930155.0,666943.0,263212.0,25918.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",749434.0,2797.0,34980.0,19056.0,95.0
3384,Romania,2021-02-10,970967.0,671449.0,299518.0,28395.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",752482.0,3048.0,34813.0,19135.0,79.0
3385,Romania,2021-02-11,1009421.0,675234.0,334187.0,30661.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",755126.0,2644.0,34643.0,19200.0,65.0
3386,Romania,2021-02-12,1048797.0,679333.0,369464.0,32464.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",757676.0,2550.0,34433.0,19277.0,77.0
3387,Romania,2021-02-13,1084096.0,683347.0,400749.0,34755.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",760091.0,2415.0,34372.0,19325.0,48.0
3388,Romania,2021-02-14,1113975.0,686635.0,427340.0,36808.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",761963.0,1872.0,34446.0,19366.0,41.0
3389,Romania,2021-02-15,1151112.0,696944.0,454168.0,37109.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",763294.0,1331.0,34329.0,19445.0,79.0
