,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,vaccines,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
3390,Romania,2021-02-16,1197089.0,715749.0,481340.0,38133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",765970.0,2676.0,34467.0,19526.0,81.0
3391,Romania,2021-02-17,1240408.0,734929.0,505479.0,38492.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",768785.0,2815.0,34488.0,19588.0,62.0
3392,Romania,2021-02-18,1280228.0,753753.0,526475.0,38687.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",771843.0,3058.0,35005.0,19659.0,71.0
3393,Romania,2021-02-19,1318355.0,771240.0,547115.0,38508.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",774555.0,2712.0,35124.0,19738.0,79.0
3394,Romania,2021-02-20,1351279.0,788508.0,562771.0,38169.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",777276.0,2721.0,34997.0,19795.0,57.0
3395,Romania,2021-02-21,1379223.0,803098.0,576125.0,37893.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",779695.0,2419.0,35515.0,19847.0,52.0
3396,Romania,2021-02-22,1409087.0,819447.0,589640.0,36854.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",781329.0,1634.0,35909.0,19894.0,47.0
3397,Romania,2021-02-23,1438432.0,836860.0,601572.0,34478.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",784711.0,3382.0,36446.0,20013.0,119.0
3398,Romania,2021-02-24,1466649.0,855097.0,611552.0,32320.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",788048.0,3337.0,36913.0,20086.0,73.0
3399,Romania,2021-02-25,1486907.0,872361.0,614546.0,29526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",791971.0,3923.0,38188.0,20167.0,81.0
3400,Romania,2021-02-26,1506032.0,890068.0,615964.0,26811.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",795732.0,3761.0,39479.0,20233.0,66.0
3401,Romania,2021-02-27,1521736.0,905142.0,616594.0,24351.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",799164.0,3432.0,40308.0,20287.0,54.0
3402,Romania,2021-02-28,1532872.0,915761.0,617111.0,21950.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",801994.0,2830.0,41292.0,20350.0,63.0
3403,Romania,2021-03-01,1565021.0,946781.0,618240.0,22276.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",804090.0,2096.0,42216.0,20403.0,53.0
3404,Romania,2021-03-02,1603179.0,983997.0,619182.0,23535.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",808040.0,3950.0,43491.0,20509.0,106.0
3405,Romania,2021-03-03,1641874.0,1022066.0,619808.0,25032.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",812318.0,4278.0,44953.0,20586.0,77.0
3406,Romania,2021-03-04,1685611.0,1058452.0,627159.0,28386.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",816589.0,4271.0,46232.0,20684.0,98.0
4179,United Kingdom,2021-01-03,1402432.0,1380430.0,22002.0,56766.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2654779.0,54990.0,1299325.0,75124.0,455.0
4186,United Kingdom,2021-01-10,2677971.0,2286572.0,391399.0,182220.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3072349.0,54940.0,1583840.0,81542.0,564.0
4187,United Kingdom,2021-01-11,2843815.0,2431648.0,412167.0,179880.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3118518.0,46169.0,1629479.0,82072.0,530.0
4188,United Kingdom,2021-01-12,3067541.0,2639309.0,428232.0,185810.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3164051.0,45533.0,1673767.0,83317.0,1245.0
4189,United Kingdom,2021-01-13,3356229.0,2918252.0,437977.0,201020.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3211576.0,47525.0,1719726.0,84883.0,1566.0
4190,United Kingdom,2021-01-14,3678180.0,3234946.0,443234.0,220981.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3260258.0,48682.0,1767158.0,86133.0,1250.0
4191,United Kingdom,2021-01-15,4023705.0,3576263.0,447442.0,244311.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3316015.0,55757.0,1724946.0,87415.0,1282.0
4192,United Kingdom,2021-01-16,4322456.0,3872394.0,450062.0,260958.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3357361.0,41346.0,1749543.0,88712.0,1297.0
4193,United Kingdom,2021-01-17,4514802.0,4062501.0,452301.0,262404.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3395959.0,38598.0,1771839.0,89384.0,672.0
4194,United Kingdom,2021-01-18,4723443.0,4266577.0,456866.0,268518.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3433494.0,37535.0,1796935.0,89984.0,600.0
4195,United Kingdom,2021-01-19,5070365.0,4609740.0,460625.0,286118.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3466849.0,33355.0,1816750.0,91596.0,1612.0
4196,United Kingdom,2021-01-20,5437284.0,4973248.0,464036.0,297294.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3505754.0,38905.0,1840816.0,93419.0,1823.0
4197,United Kingdom,2021-01-21,5849899.0,5383103.0,466796.0,310246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3543646.0,37892.0,1862228.0,94711.0,1292.0
4198,United Kingdom,2021-01-22,6329968.0,5861351.0,468617.0,329466.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3583907.0,40261.0,1887171.0,96114.0,1403.0
4199,United Kingdom,2021-01-23,6822981.0,6353321.0,469660.0,357218.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3617459.0,33552.0,1903688.0,97464.0,1350.0
4200,United Kingdom,2021-01-24,7044048.0,6573570.0,470478.0,361321.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3647463.0,30004.0,1917988.0,98075.0,611.0
4201,United Kingdom,2021-01-25,7325773.0,6853327.0,472446.0,371761.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3669657.0,22194.0,1922771.0,98668.0,593.0
4202,United Kingdom,2021-01-26,7638543.0,7164387.0,474156.0,366883.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3689746.0,20089.0,1926961.0,100301.0,1633.0
4203,United Kingdom,2021-01-27,7953250.0,7476765.0,476485.0,359424.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3715054.0,25308.0,1939089.0,102029.0,1728.0
4204,United Kingdom,2021-01-28,8369438.0,7891184.0,478254.0,359934.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3743734.0,28680.0,1966528.0,103270.0,1241.0
4205,United Kingdom,2021-01-29,8859372.0,8378940.0,480432.0,361343.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3772813.0,29079.0,1994360.0,104517.0,1247.0
4206,United Kingdom,2021-01-30,9468382.0,8977329.0,491053.0,377914.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3796088.0,23275.0,2016433.0,105719.0,1202.0
4207,United Kingdom,2021-01-31,9790576.0,9296367.0,494209.0,392361.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3817176.0,21088.0,2036933.0,106307.0,588.0
4208,United Kingdom,2021-02-01,10143511.0,9646715.0,496796.0,402534.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3835783.0,18607.0,1961097.0,106714.0,407.0
4209,United Kingdom,2021-02-02,10520433.0,10021471.0,498962.0,411699.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3852623.0,16840.0,1956752.0,108165.0,1451.0
4210,United Kingdom,2021-02-03,10992444.0,10490487.0,501957.0,434171.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3871825.0,19202.0,1957423.0,109489.0,1324.0
4211,United Kingdom,2021-02-04,11477040.0,10971047.0,505993.0,443943.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3892459.0,20634.0,1953544.0,110405.0,916.0
4212,United Kingdom,2021-02-05,11975267.0,11465210.0,510057.0,445128.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3911573.0,19114.0,1937508.0,111420.0,1015.0
4213,United Kingdom,2021-02-06,12526737.0,12015018.0,511719.0,436908.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3929835.0,18262.0,1927714.0,112249.0,829.0
4214,United Kingdom,2021-02-07,12806587.0,12294006.0,512581.0,430859.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3945680.0,15845.0,1917428.0,112623.0,374.0
4215,United Kingdom,2021-02-08,13162878.0,12646486.0,516392.0,431338.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3959784.0,14104.0,1895942.0,112956.0,333.0
4216,United Kingdom,2021-02-09,13577851.0,13058298.0,519553.0,436774.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3972148.0,12364.0,1874488.0,114010.0,1054.0
4217,United Kingdom,2021-02-10,14033555.0,13509108.0,524447.0,434444.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3985161.0,13013.0,1851305.0,115012.0,1002.0
4218,United Kingdom,2021-02-11,14542318.0,14012224.0,530094.0,437897.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3998655.0,13494.0,1826703.0,115691.0,679.0
4219,United Kingdom,2021-02-12,15091696.0,14556827.0,534869.0,445204.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4013798.0,15143.0,1803341.0,116450.0,759.0
4220,United Kingdom,2021-02-13,15599904.0,15062189.0,537715.0,439024.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4027106.0,13308.0,1784703.0,117072.0,622.0
4221,United Kingdom,2021-02-14,15839781.0,15300151.0,539630.0,433313.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4038078.0,10972.0,1760233.0,117330.0,258.0
4222,United Kingdom,2021-02-15,16122272.0,15576107.0,546165.0,422771.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4047843.0,9765.0,1739877.0,117560.0,230.0
4223,United Kingdom,2021-02-16,16499549.0,15940972.0,558577.0,417385.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4058467.0,10624.0,1708908.0,118360.0,800.0
4224,United Kingdom,2021-02-17,16996806.0,16423082.0,573724.0,423322.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4071185.0,12718.0,1669383.0,119099.0,739.0
4225,United Kingdom,2021-02-18,17465127.0,16875536.0,589591.0,417544.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4083242.0,12057.0,1632687.0,119554.0,455.0
4226,United Kingdom,2021-02-19,17852327.0,17247442.0,604885.0,394376.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4095269.0,12027.0,1589527.0,120088.0,534.0
4227,United Kingdom,2021-02-20,18197269.0,17582121.0,615148.0,371052.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4105675.0,10406.0,1547448.0,120534.0,446.0
4228,United Kingdom,2021-02-21,18348165.0,17723840.0,624325.0,358341.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4115509.0,9834.0,1500543.0,120748.0,214.0
4229,United Kingdom,2021-02-22,18558969.0,17916181.0,642788.0,348100.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4126150.0,10641.0,1456603.0,120926.0,178.0
4230,United Kingdom,2021-02-23,18911978.0,18242873.0,669105.0,344633.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4134639.0,8489.0,1406165.0,121475.0,549.0
4231,United Kingdom,2021-02-24,19392553.0,18691835.0,700718.0,342250.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4144577.0,9938.0,1356193.0,121918.0,443.0
4232,United Kingdom,2021-02-25,19913592.0,19177555.0,736037.0,349781.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4154562.0,9985.0,1304855.0,122241.0,323.0
4233,United Kingdom,2021-02-26,20450858.0,19682048.0,768810.0,371219.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4163085.0,8523.0,1261329.0,122587.0,346.0
4234,United Kingdom,2021-02-27,20885683.0,20089551.0,796132.0,384059.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4170519.0,7434.0,1201434.0,122877.0,290.0
4235,United Kingdom,2021-02-28,21091267.0,20275451.0,815816.0,391872.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4176554.0,6035.0,1148216.0,123021.0,144.0
4236,United Kingdom,2021-03-01,21322717.0,20478619.0,844098.0,394821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4182009.0,5455.0,1099000.0,123125.0,104.0
4237,United Kingdom,2021-03-02,21599027.0,20703615.0,895412.0,383864.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4188400.0,6391.0,1059212.0,123468.0,343.0
4238,United Kingdom,2021-03-03,21946433.0,20982571.0,963862.0,364840.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4194785.0,6385.0,1065282.0,123783.0,315.0
4239,United Kingdom,2021-03-04,22392883.0,21358815.0,1034068.0,354184.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4201357.0,6572.0,980768.0,124025.0,242.0
4252,United States,2021-01-14,11148991.0,9690757.0,1342086.0,747082.0,"Moderna, Pfizer/BioNTech",23892793.0,235643.0,9376483.0,404248.0,4161.0
4253,United States,2021-01-15,12279180.0,10595866.0,1610524.0,798707.0,"Moderna, Pfizer/BioNTech",24142416.0,249623.0,9505059.0,408069.0,3821.0
4257,United States,2021-01-19,15707588.0,13595803.0,2023124.0,911493.0,"Moderna, Pfizer/BioNTech",24853647.0,175986.0,9649002.0,417842.0,2845.0
4258,United States,2021-01-20,16525281.0,14270441.0,2161419.0,892403.0,"Moderna, Pfizer/BioNTech",25044866.0,191219.0,9649135.0,422255.0,4413.0
4259,United States,2021-01-21,17546374.0,15053257.0,2394961.0,913912.0,"Moderna, Pfizer/BioNTech",25240237.0,195371.0,9711743.0,426650.0,4395.0
4260,United States,2021-01-22,19107959.0,16243093.0,2756953.0,975540.0,"Moderna, Pfizer/BioNTech",25436502.0,196265.0,9782562.0,430586.0,3936.0
4261,United States,2021-01-23,20537990.0,17390345.0,3027865.0,1057387.0,"Moderna, Pfizer/BioNTech",25611102.0,174600.0,9846035.0,434042.0,3456.0
4262,United States,2021-01-24,21848655.0,18502131.0,3216836.0,1122182.0,"Moderna, Pfizer/BioNTech",25754472.0,143370.0,9908765.0,435915.0,1873.0
4263,United States,2021-01-25,22734243.0,19252279.0,3346390.0,1126251.0,"Moderna, Pfizer/BioNTech",25907190.0,152718.0,9852038.0,437849.0,1934.0
4264,United States,2021-01-26,23540994.0,19902237.0,3481921.0,1119058.0,"Moderna, Pfizer/BioNTech",26060455.0,153265.0,9850312.0,442068.0,4219.0
4265,United States,2021-01-27,24652634.0,20687970.0,3801053.0,1161050.0,"Moderna, Pfizer/BioNTech",26221887.0,161432.0,9832535.0,446343.0,4275.0
4266,United States,2021-01-28,26193682.0,21698606.0,4263056.0,1235330.0,"Moderna, Pfizer/BioNTech",26387941.0,166054.0,9866522.0,450306.0,3963.0
4267,United States,2021-01-29,27884661.0,22858318.0,4780888.0,1253815.0,"Moderna, Pfizer/BioNTech",26560385.0,172444.0,9905402.0,454013.0,3707.0
4268,United States,2021-01-30,29577902.0,24064165.0,5259693.0,1291416.0,"Moderna, Pfizer/BioNTech",26706749.0,146364.0,9920144.0,456939.0,2926.0
4269,United States,2021-01-31,31123299.0,25201143.0,5657142.0,1324949.0,"Moderna, Pfizer/BioNTech",26818352.0,111603.0,9953473.0,458861.0,1922.0
4270,United States,2021-02-01,32222402.0,26023153.0,5927847.0,1355451.0,"Moderna, Pfizer/BioNTech",26946704.0,128352.0,9855941.0,460791.0,1930.0
4271,United States,2021-02-02,32780860.0,26440836.0,6064792.0,1319981.0,"Moderna, Pfizer/BioNTech",27062972.0,116268.0,9846452.0,464515.0,3724.0
4272,United States,2021-02-03,33878254.0,27154956.0,6436931.0,1317946.0,"Moderna, Pfizer/BioNTech",27178094.0,115122.0,9801848.0,468557.0,4042.0
4273,United States,2021-02-04,35203710.0,27905197.0,6926050.0,1287147.0,"Moderna, Pfizer/BioNTech",27305235.0,127141.0,9799497.0,472227.0,3670.0
4274,United States,2021-02-05,36819212.0,28909497.0,7503864.0,1276364.0,"Moderna, Pfizer/BioNTech",27439853.0,134618.0,9816324.0,475895.0,3668.0
4275,United States,2021-02-06,39037964.0,30250964.0,8317180.0,1351437.0,"Moderna, Pfizer/BioNTech",27549039.0,109186.0,9789551.0,478694.0,2799.0
4276,United States,2021-02-07,41210937.0,31579100.0,9147185.0,1441091.0,"Moderna, Pfizer/BioNTech",27640633.0,91594.0,9805563.0,480013.0,1319.0
4277,United States,2021-02-08,42417617.0,32340146.0,9518015.0,1456459.0,"Moderna, Pfizer/BioNTech",27735681.0,95048.0,9741358.0,481595.0,1582.0
4278,United States,2021-02-09,43206190.0,32867213.0,9840429.0,1489333.0,"Moderna, Pfizer/BioNTech",27835287.0,99606.0,9711174.0,484858.0,3263.0
4279,United States,2021-02-10,44769970.0,33783384.0,10469514.0,1555959.0,"Moderna, Pfizer/BioNTech",27934936.0,99649.0,9619416.0,488289.0,3431.0
4280,United States,2021-02-11,46390270.0,34723964.0,11188782.0,1598080.0,"Moderna, Pfizer/BioNTech",28044324.0,109388.0,9621499.0,491541.0,3252.0
4281,United States,2021-02-12,48410558.0,35834855.0,12085830.0,1655907.0,"Moderna, Pfizer/BioNTech",28150307.0,105983.0,9602962.0,494587.0,3046.0
4282,United States,2021-02-13,50641884.0,37056122.0,13082172.0,1657703.0,"Moderna, Pfizer/BioNTech",28238105.0,87798.0,9584870.0,496896.0,2309.0
4283,United States,2021-02-14,52884356.0,38292270.0,14077440.0,1667631.0,"Moderna, Pfizer/BioNTech",28304927.0,66822.0,9579555.0,498014.0,1118.0
4285,United States,2021-02-16,55220364.0,39670551.0,15015434.0,1716311.0,"Moderna, Pfizer/BioNTech",28428529.0,66364.0,9447866.0,500763.0,1810.0
4286,United States,2021-02-17,56281827.0,40268009.0,15471536.0,1644551.0,"Moderna, Pfizer/BioNTech",28502518.0,73989.0,9402804.0,503298.0,2535.0
4287,United States,2021-02-18,57737767.0,41021049.0,16162358.0,1621071.0,"Moderna, Pfizer/BioNTech",28575048.0,72530.0,9365676.0,506054.0,2756.0
4288,United States,2021-02-19,59585043.0,41977401.0,17039118.0,1596355.0,"Moderna, Pfizer/BioNTech",28659632.0,84584.0,9347321.0,508698.0,2644.0
4289,United States,2021-02-20,61289500.0,42809595.0,17895667.0,1521088.0,"Moderna, Pfizer/BioNTech",28731390.0,71758.0,9313034.0,510621.0,1923.0
4290,United States,2021-02-21,63090634.0,43628092.0,18865319.0,1458040.0,"Moderna, Pfizer/BioNTech",28790369.0,58979.0,9305374.0,511860.0,1239.0
4291,United States,2021-02-22,64177474.0,44138118.0,19438495.0,1446445.0,"Moderna, Pfizer/BioNTech",28849520.0,59151.0,9222127.0,513237.0,1377.0
4292,United States,2021-02-23,65032083.0,44544969.0,19882544.0,1401674.0,"Moderna, Pfizer/BioNTech",28923321.0,73801.0,9181524.0,515672.0,2435.0
4293,United States,2021-02-24,66464947.0,45237143.0,20607261.0,1454731.0,"Moderna, Pfizer/BioNTech",28999123.0,75802.0,9140368.0,518197.0,2525.0
4294,United States,2021-02-25,68274117.0,46074392.0,21555117.0,1505193.0,"Moderna, Pfizer/BioNTech",29077316.0,78193.0,9115630.0,520656.0,2459.0
4295,United States,2021-02-26,70454064.0,47184199.0,22613359.0,1552717.0,"Moderna, Pfizer/BioNTech",29158598.0,81282.0,9098072.0,522927.0,2271.0
4296,United States,2021-02-27,72806180.0,48435536.0,23698627.0,1645240.0,"Moderna, Pfizer/BioNTech",29224181.0,65583.0,9066477.0,524481.0,1554.0
4297,United States,2021-02-28,75236003.0,49772180.0,24779920.0,1735053.0,"Moderna, Pfizer/BioNTech",29277816.0,53635.0,9057157.0,525766.0,1285.0
4298,United States,2021-03-01,76899987.0,50732997.0,25466405.0,1817502.0,"Moderna, Pfizer/BioNTech",29332997.0,55181.0,8999111.0,527250.0,1484.0
4299,United States,2021-03-02,78631601.0,51755447.0,26162122.0,1942788.0,"Moderna, Pfizer/BioNTech",29390540.0,57543.0,8959657.0,529341.0,2091.0
4300,United States,2021-03-03,80540474.0,52855579.0,26957804.0,2010790.0,"Moderna, Pfizer/BioNTech",29457765.0,67225.0,8922653.0,531719.0,2378.0
4301,United States,2021-03-04,82572848.0,54035670.0,27795980.0,2042676.0,"Moderna, Pfizer/BioNTech",29526423.0,68658.0,8898751.0,533768.0,2049.0
4302,United States,2021-03-05,85008094.0,55547697.0,28701201.0,2079147.0,"Moderna, Pfizer/BioNTech",29595663.0,69240.0,8876415.0,535604.0,1836.0
